Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
Ukraine,4399,Podgaitsevskoye,2,2,,
Ukraine,5046,Rakhmanivske,5,5,≥300 - <1000,≥0.01 - <0.05
Ukraine,5612,Rizdvanivske,5,5,,≥0.05 - <0.10
Ukraine,647,Sadove,10,9,≥300 - <1000,≥0.01 - <0.05
Ukraine,648,Safonivske,10,9,≥2500 - <5000,≥0.01 - <0.05
Ukraine,4322,Schorsivske,2,2,,
Ukraine,7458,Sergeevskoye,3,3,≥25 - <300,≥0.10 - <0.20
Ukraine,649,Severinivske,2,2,≥50000 - <100000,≥0.05 - <0.10
Ukraine,5613,Solodkivske,5,5,,≥0.05 - <0.10
Ukraine,4393,Stankovatskaya,2,2,,
Ukraine,4398,Steblevskaya,2,2,,
Ukraine,4395,Stepne,2,2,,
Ukraine,4389,Stetchovskaya,2,2,,
Ukraine,650,Surske,10,9,≥1000 - <2500,≥0.01 - <0.05
Ukraine,5178,Tashlykske,10,9,≥300 - <1000,≥0.01 - <0.05
Ukraine,1239,Tsentralne,2,2,≥50000 - <100000,≥0.10 - <0.20
Ukraine,7459,Ukraine,3,3,≥25 - <300,≥0.10 - <0.20
Ukraine,651,Vatutinske,2,2,≥25000 - <50000,≥0.10 - <0.20
Ukraine,4388,YGOK,2,2,,
Ukraine,4316,Yuriivske,2,2,,
Ukraine,652,Yuzhnoye,4,5,≥5000 - <10000,≥0.05 - <0.10
Ukraine,5292,Zalisne,2,2,,≥0.05 - <0.10
Ukraine,653,Zhovtorichenske,2,2,≥10000 - <25000,≥0.10 - <0.20
United Kingdom,7460,Carnmeal,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7461,Geevor,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7462,Grylls,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7463,Herland,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7464,Needle's Eye,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7465,Ousdale,10,8,≥300 - <1000,≥0.01 - <0.05
United Kingdom,7466,Rosewarne,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7467,Roskrow United,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,5142,South Terras,4,5,≥300 - <1000,≥1.00 - <5.00
United Kingdom,7468,South Wheal Bassett,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7469,St Aubin,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,5146,St Austell Consols,4,5,>0 - <25,≥1.00 - <5.00
United Kingdom,7470,St Yves Consols,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7471,Stromness,8,5,≥300 - <1000,≥0.05 - <0.10
United Kingdom,7472,Trannak,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7473,Trewanas Head,4,4,>0 - <25,≥0.50 - <1.00
United Kingdom,7474,Wheal Betsy,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7475,Wheal Bray,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7476,Wheal Edward,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7477,Wheal James,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,5253,Wheal Providence,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,5254,Wheal Trenwith,4,5,≥300 - <1000,≥0.50 - <1.00
United Kingdom,7478,Wheal Unity,4,5,>0 - <25,≥0.50 - <1.00
United Kingdom,7479,Wheel Speed,4,5,>0 - <25,≥0.50 - <1.00
United Republic of Tanzania,5814,Corral Group,10,8,≥25 - <300,≥0.10 - <0.20
United Republic of Tanzania,6833,Largo,5,3,>0 - <25,≥0.10 - <0.20
United Republic of Tanzania,1893,Likuyu North,10,8,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1289,Manyoni District-Zone A ,7,5,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1836,Manyoni District-Zone C 1,7,5,≥5000 - <10000,≥0.01 - <0.05
United Republic of Tanzania,1837,Manyoni District-Zone C West,7,5,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1838,Manyoni District-Zone E,7,5,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1839,Manyoni District-Zone F,7,5,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1840,Manyoni District-Zone G,7,5,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1894,Minjingu,8,5,≥2500 - <5000,≥0.01 - <0.05
United Republic of Tanzania,1827,Mtonya,10,8,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1290,Nyota,10,8,≥50000 - <100000,≥0.01 - <0.05
United Republic of Tanzania,6899,Waban,10,9,>0 - <25,≥0.10 - <0.20
United States of America,7480,2 14 10 SWQ,10,8,≥25 - <300,≥0.05 - <0.10
United States of America,7481,2nd National Bank,10,8,>0 - <25,≥0.20 - <0.50
United States of America,7482,45-90,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7483,A + B Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7484,A 1 Extension,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5630,A Group (IRSM),10,9,>0 - <25,≥0.10 - <0.20
United States of America,6908,A Tolino Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5631,Abajo Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,654,Abe  Group,10,9,≥300 - <1000,≥0.20 - <0.50
United States of America,1426,Acadia-Cochrane,10,10,≥1000 - <2500,≥0.10 - <0.20
United States of America,6909,Aceite,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5632,Ackerman Lease,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5633,Adak + Equinox,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5634,AEC Group,10,8,≥300 - <1000,≥0.20 - <0.50
United States of America,5635,Agate Group,10,8,>0 - <25,≥0.50 - <1.00
United States of America,1895,Aladdin,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5636,Ale Fraction,10,8,>0 - <25,≥0.20 - <0.50
United States of America,7485,Alice,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5637,Aljob Group,10,8,≥300 - <1000,≥0.05 - <0.10
United States of America,5638,All Stars,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,7486,Allemand Ross - Bear Creek,10,8,≥300 - <1000,≥0.05 - <0.10
United States of America,4432,Allemand Ross - Sand Draw,10,8,≥1000 - <2500,≥0.10 - <0.20
United States of America,5639,Allen ,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5640,Allen 2,10,9,>0 - <25,≥0.20 - <0.50
United States of America,5641,Allor Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6774,Alma Group,10,10,>0 - <25,≥0.20 - <0.50
United States of America,5642,Alma-Seegan,10,9,>0 - <25,≥0.10 - <0.20
United States of America,5643,Almost,10,9,≥25 - <300,≥0.20 - <0.50
United States of America,7487,Alta (Paradox),10,8,>0 - <25,≥0.20 - <0.50
United States of America,5644,Alta Group,10,10,>0 - <25,≥0.20 - <0.50
United States of America,655,Alta Mesa,10,10,≥1000 - <2500,≥0.10 - <0.20
United States of America,5645,Altair,10,8,>0 - <25,≥0.20 - <0.50
United States of America,1567,Ambrosia Lake URI,10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,5646,American Eagle Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,658,Anderson Mine,3,5,≥10000 - <25000,≥0.01 - <0.05
United States of America,1745,Andria Group,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5647,Ann (SW Lisbon Valley),10,8,≥25 - <300,≥0.10 - <0.20
United States of America,6910,Ann 1,10,8,>0 - <25,≥0.20 - <0.50
United States of America,1428,Ann Lee Mine,10,8,≥1000 - <2500,≥0.10 - <0.20
United States of America,5648,Anna May 1,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,7488,Anomaly 119,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7489,Anomaly D 28,10,10,>0 - <25,≥0.10 - <0.20
United States of America,7490,Anomaly D 7,10,10,>0 - <25,≥0.20 - <0.50
United States of America,1429,Antelope ,10,10,≥2500 - <5000,≥0.01 - <0.05
United States of America,6911,Antelope Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,1430,Apex,10,8,≥300 - <1000,≥0.05 - <0.10
United States of America,7491,April (Bull Canyon),10,8,>0 - <25,≥0.20 - <0.50
United States of America,6912,April Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5650,Arcturus,10,8,>0 - <25,≥0.20 - <0.50
United States of America,2001,Area 5,10,10,≥300 - <1000,≥0.10 - <0.20
United States of America,659,Arizona 1,5,5,≥300 - <1000,≥0.50 - <1.00
United States of America,5652,Arrowhead (Copper Mtn.),4,5,≥25 - <300,≥0.10 - <0.20
United States of America,5653,Arrowhead (Gateway),10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5654,Arrowhead (Uravan),10,8,>0 - <25,≥0.10 - <0.20
United States of America,1746,Artillery Peak,10,8,≥1000 - <2500,≥0.01 - <0.05
United States of America,5655,Ascension Mine,3,3,>0 - <25,≥0.20 - <0.50
United States of America,6776,Ash,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5656,At 05 1-36,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,6913,Atlas Lone Mesa Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5657,Atomic King,10,9,>0 - <25,≥0.10 - <0.20
United States of America,6777,Aubrey Ladwig,3,3,>0 - <25,≥0.20 - <0.50
United States of America,1431,Aurora,3,3,≥10000 - <25000,≥0.01 - <0.05
United States of America,5658,Austin (Uravan),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7492,Austin Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,6778,Ava Jay,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5659,Avalanche Group,10,9,≥25 - <300,≥0.20 - <0.50
United States of America,5660,Avis Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5661,Aztec Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,6779,B + I,10,9,>0 - <25,≥0.10 - <0.20
United States of America,5662,Babe Ruth,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5663,Baby Fawn,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5664,Bacardi Cutler,10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,5665,Bachelor,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5666,Badger (Paradox),10,8,>0 - <25,≥0.20 - <0.50
United States of America,6780,Badger (Uravan),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7493,Badlands,10,10,≥25 - <300,≥0.05 - <0.10
United States of America,5667,Bagger,10,8,>0 - <25,≥0.20 - <0.50
United States of America,7494,Baker Group,10,10,>0 - <25,≥0.10 - <0.20
United States of America,6914,Baker Incline,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5668,Bald Eagle,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5669,Baranko Lease,5,5,>0 - <25,≥0.01 - <0.05
United States of America,5670,Barbara J Group,5,3,≥300 - <1000,≥0.10 - <0.20
United States of America,1568,Barber,10,10,≥5000 - <10000,≥0.01 - <0.05
United States of America,5671,Barge,10,10,≥1000 - <2500,≥0.01 - <0.05
United States of America,5672,Bargmann Tract,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7495,Barker + Howell 2,10,8,>0 - <25,≥0.05 - <0.10
United States of America,5673,Bart Group,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,7851,Bartow (IMC),8,7,≥25 - <300,>0 - <0.01
United States of America,7852,Bartow (UG-USA),8,7,≥25 - <300,>0 - <0.01
United States of America,5674,Basin Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5675,Beacon Hill Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5676,Bean Patch Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5677,Bear Creek (Placerville),10,8,>0 - <25,≥0.01 - <0.05
United States of America,660,Bear Creek Mines,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,5678,Beaver (Colorado),10,8,>0 - <25,≥0.10 - <0.20
United States of America,5679,Beaver (Deer Creek - Utah),10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,5680,Becenti,10,9,>0 - <25,≥0.10 - <0.20
United States of America,7496,Bee,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5681,Begay Group,5,5,>0 - <25,≥0.01 - <0.05
United States of America,5682,Beickerr-Si-Zamzow,10,10,≥25 - <300,≥0.05 - <0.10
United States of America,5683,Belmont Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,6915,Ben 1,10,8,>0 - <25,≥0.50 - <1.00
United States of America,661,Benavides,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5684,Benavides-Bruni,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,6916,Bench Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6781,Benham,10,8,≥25 - <300,≥0.01 - <0.05
United States of America,7497,Bernabe-Montano,10,8,≥5000 - <10000,≥0.05 - <0.10
United States of America,5685,Bernard,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5686,Bessie Group,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,5687,Better Be Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,6782,Betty A ,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5688,Betty Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,7498,Betty Group (Pumpkin Buttes),10,8,>0 - <25,≥0.10 - <0.20
United States of America,5689,Betty Jean,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5690,Betty Lou Group,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,5691,BG Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5692,BH Hall,10,10,>0 - <25,≥0.10 - <0.20
United States of America,663,Big Buck,10,8,≥2500 - <5000,≥0.20 - <0.50
United States of America,7499,Big Bull,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5693,Big Chief (Monument Valley),10,9,≥25 - <300,≥0.10 - <0.20
United States of America,5694,Big Dick,10,8,>0 - <25,≥0.10 - <0.20
United States of America,916,Big Eagle,10,8,≥1000 - <2500,≥0.05 - <0.10
United States of America,664,Big Eagle Phase 2 / Green Mountain,10,8,≥5000 - <10000,≥0.20 - <0.50
United States of America,7500,Big Four 2,10,9,>0 - <25,≥0.20 - <0.50
United States of America,7501,Big Jim Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5695,Big Joe,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7502,Big Louie 1,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5696,Big Mitt,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5697,Big Seven,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5698,Bigler H L,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5699,Bill Baddy,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5700,Billy Dale 1,5,5,≥25 - <300,≥0.01 - <0.05
United States of America,7503,Billy The Kid,5,3,>0 - <25,≥0.05 - <0.10
United States of America,1897,Bing,10,10,≥300 - <1000,≥0.01 - <0.05
United States of America,1432,Bingham Canyon,4,3,≥25000 - <50000,>0 - <0.01
United States of America,5701,Birthday (Cottonwood Wash),10,8,>0 - <25,≥0.10 - <0.20
United States of America,6783,Birthday (Green River),10,8,>0 - <25,≥0.10 - <0.20
United States of America,668,Bison Basin,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,5702,Bitter Creek,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,6917,Black Ape Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5703,Black Dinah,10,8,>0 - <25,≥0.20 - <0.50
United States of America,6784,Black Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5704,Black Hat,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,7504,Black Hawk Mine (Eastern Margin),4,4,>0 - <25,≥0.20 - <0.50
United States of America,5705,Black Hawk-Bunny,5,3,>0 - <25,≥0.10 - <0.20
United States of America,5706,Black Jack (Slick Rock),10,8,>0 - <25,≥0.20 - <0.50
United States of America,5707,Black Jack (Thompsons),10,8,>0 - <25,≥0.10 - <0.20
United States of America,1433,Black Jack 1,10,8,≥2500 - <5000,≥0.10 - <0.20
United States of America,5708,Black Jack 2,10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,5709,Black Mama Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5710,Black Rock,10,8,>0 - <25,≥0.20 - <0.50
United States of America,6918,Black Rock Point,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5711,Black Spider - Red Ant,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6919,Black Star - Blue Streak,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5712,Black Stone Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5713,Black Streak Yellow Bird,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5714,Black Tom,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5715,Black Water,10,9,>0 - <25,≥0.20 - <0.50
United States of America,5716,Blackburn,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5717,Blackfoot,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6920,Blarco,10,5,>0 - <25,≥0.05 - <0.10
United States of America,7505,Bliss,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5718,Blitz,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5719,Block 8 ML 37,10,8,>0 - <25,≥0.20 - <0.50
United States of America,6921,Block K,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6922,Blue Bird  (Dry Valley),10,8,>0 - <25,≥0.10 - <0.20
United States of America,6923,Blue Bird (Gateway),10,8,>0 - <25,≥0.20 - <0.50
United States of America,6785,Blue Bird (Uravan),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7506,Blue Buck,10,10,>0 - <25,≥0.10 - <0.20
United States of America,5720,Blue Cap,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5721,Blue Clay (Dry Valley),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7508,Blue Goose (Cane Creek),10,9,>0 - <25,≥0.10 - <0.20
United States of America,7509,Blue Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5722,Blue Jay (Cane Creek),10,8,>0 - <25,≥0.20 - <0.50
United States of America,6786,Blue Jay (White Canyon),10,9,≥25 - <300,≥0.10 - <0.20
United States of America,5724,Blue Lizard,10,9,≥25 - <300,≥0.10 - <0.20
United States of America,5725,Blue Peak,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5726,Blue Ribbon Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5727,Bluebell (Uravan),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7510,Bluebird (San Rafael),10,8,>0 - <25,≥0.10 - <0.20
United States of America,5728,Bob + Falcon ,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5729,Bob Cat (Lisbon Valley),10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5730,Bob Cat (Uravan),10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5731,Bob Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5732,Bogus,10,8,>0 - <25,≥0.20 - <0.50
United States of America,669,Bokan Mountain-Dotson Zone,4,3,≥300 - <1000,≥0.05 - <0.10
United States of America,4488,Bokan Mountain-Ross Adam,4,3,≥1000 - <2500,≥0.50 - <1.00
United States of America,7792,Bonanza Group (Gateway),10,8,≥300 - <1000,≥0.20 - <0.50
United States of America,5733,Bonanza Mine,10,10,≥300 - <1000,≥0.20 - <0.50
United States of America,5734,Bone Group,5,5,>0 - <25,≥0.01 - <0.05
United States of America,7511,Boone - Anderson Lease,10,10,≥25 - <300,≥0.01 - <0.05
United States of America,1434,Bootheel,10,10,≥300 - <1000,≥0.01 - <0.05
United States of America,5735,Bootjack,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,1982,Boots/Brown,10,10,≥1000 - <2500,≥0.01 - <0.05
United States of America,670,Borrego Pass,10,10,≥2500 - <5000,≥0.10 - <0.20
United States of America,5736,Bountiful Group,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,5737,Bowlegs,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,6924,Box Canyon,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5738,Box Creek,10,10,>0 - <25,≥0.10 - <0.20
United States of America,7512,Box Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7513,Boyd Tisi Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,1569,Boyer,3,3,≥5000 - <10000,≥0.05 - <0.10
United States of America,6787,Bradford Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5739,Branson Section 33-14,10,8,≥1000 - <2500,≥0.10 - <0.20
United States of America,7077,Brazer Limestone Fm,8,7,≥25000 - <50000,>0 - <0.01
United States of America,5740,Breezy,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,4502,Brelum,10,10,≥1000 - <2500,≥0.10 - <0.20
United States of America,6788,Brooke 1,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6925,Brooks,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7078,Brooks Range District,8,7,≥100000 - <1000000,>0 - <0.01
United States of America,6789,Brown,10,10,≥300 - <1000,≥0.01 - <0.05
United States of America,671,Bruni,10,10,≥1000 - <2500,≥0.01 - <0.05
United States of America,7514,Brushy Basin,10,8,>0 - <25,≥0.20 - <0.50
United States of America,4507,Brysch Lease,10,10,>0 - <25,≥0.05 - <0.10
United States of America,5742,Buckhorn (Paradox),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7515,Buckhorn (Slick Rock),10,8,>0 - <25,≥0.20 - <0.50
United States of America,7555,Buckingham,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5744,Buckshot,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5745,Bucky,10,8,≥300 - <1000,≥0.20 - <0.50
United States of America,5746,Bud 1,10,10,>0 - <25,≥0.10 - <0.20
United States of America,5747,Buda-Dexter,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5748,Buddy,3,3,>0 - <25,≥0.10 - <0.20
United States of America,5749,Buella 1,10,8,>0 - <25,≥0.05 - <0.10
United States of America,5750,Bugs Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7516,Bull Canyon,10,9,>0 - <25,≥0.05 - <0.10
United States of America,1570,Bull Rush,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5751,Bullseye Group,10,9,≥25 - <300,≥0.10 - <0.20
United States of America,1828,Burke-Hollow,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,7556,Burns-Moser-Boots-Brown,10,10,≥1000 - <2500,≥0.01 - <0.05
United States of America,5752,Burrell Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,1436,Burro Group,10,8,≥300 - <1000,≥0.20 - <0.50
United States of America,5753,Burro Point,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5754,Busfield Lease,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5755,Buss-Russ,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,5756,Butler Lease,10,10,≥25 - <300,≥0.05 - <0.10
United States of America,7517,Butler Lease (Colorado),10,8,>0 - <25,≥0.10 - <0.20
United States of America,4256,Butler Ranch,10,10,≥300 - <1000,≥0.10 - <0.20
United States of America,5757,Butterfly (Meeker),10,8,>0 - <25,≥0.20 - <0.50
United States of America,5758,Butterfly (Paradox),10,8,>0 - <25,≥0.20 - <0.50
United States of America,4513,Butus,10,10,>0 - <25,≥0.01 - <0.05
United States of America,4257,Buzzard,7,6,≥300 - <1000,≥0.01 - <0.05
United States of America,5760,C 3,10,9,>0 - <25,≥0.10 - <0.20
United States of America,1899,C de Baca,10,8,≥25 - <300,≥0.05 - <0.10
United States of America,5761,C F C,10,8,>0 - <25,≥0.10 - <0.20
United States of America,6927,C Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5762,Cactus Rat Group (Thompsons),10,8,>0 - <25,≥0.10 - <0.20
United States of America,4516,Cadena,10,10,≥1000 - <2500,≥0.01 - <0.05
United States of America,5763,Cal 14 + 15,10,10,≥25 - <300,≥0.20 - <0.50
United States of America,5764,Calamity Group,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5765,Calliham (Section 28),10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,5766,Calvert Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5767,Calyx 6,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5768,Camel,10,9,>0 - <25,≥0.10 - <0.20
United States of America,5769,Camp Bird Group,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,4519,Campana,10,10,≥25 - <300,≥0.01 - <0.05
United States of America,5770,Cane Creek Sc Sec,10,9,≥25 - <300,≥0.20 - <0.50
United States of America,5771,Canon Group,10,8,>0 - <25,≥0.10 - <0.20
United States of America,5772,Canopus,10,8,>0 - <25,≥0.20 - <0.50
United States of America,927,Canyon (NM),10,10,≥1000 - <2500,≥0.10 - <0.20
United States of America,5773,Canyon (Slick Rock),10,8,>0 - <25,≥0.20 - <0.50
United States of America,677,Canyon Mine,5,5,≥300 - <1000,≥0.50 - <1.00
United States of America,7782,Canyon View (Ship Rock),10,9,>0 - <25,≥0.20 - <0.50
United States of America,6928,Canyon View (Slick Rock),10,8,>0 - <25,≥0.20 - <0.50
United States of America,5774,"Cap 1, 2 + 3",10,10,≥25 - <300,≥0.05 - <0.10
United States of America,5775,Capella,10,8,≥25 - <300,≥0.20 - <0.50
United States of America,5776,Capitan Jack,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5777,Carl Look Payday Group,10,9,≥25 - <300,≥0.20 - <0.50
United States of America,5778,Carmody - Rosenb 1795,10,10,≥25 - <300,≥0.05 - <0.10
United States of America,1437,Carnotite Mine,10,8,≥1000 - <2500,≥0.05 - <0.10
United States of America,5779,Carpathia,10,8,>0 - <25,≥0.10 - <0.20
United States of America,7557,Carpenter Flats,10,8,≥300 - <1000,≥0.10 - <0.20
United States of America,4526,Casa Blanca 293,10,10,≥25 - <300,≥0.01 - <0.05
United States of America,7518,Casa Blanca 297,10,10,≥25 - <300,≥0.10 - <0.20
United States of America,5780,Cato Group,10,8,>0 - <25,≥0.20 - <0.50
United States of America,5781,Cebolleta Grant,10,8,≥25 - <300,≥0.10 - <0.20
United States of America,5782,Cedar Group,5,3,>0 - <25,≥0.10 - <0.20
United States of America,679,Cedar Hills,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,5784,Cedar Incline,10,9,>0 - <25,≥0.20 - <0.50
United States of America,1438,Cedar Mountain,10,8,≥300 - <1000,≥0.01 - <0.05
United States of America,5785,Cedar Point (Gateway- Colorado),10,8,>0 - <25,≥0.20 - <0.50
United States of America,5786,Cedar Point (Gateway-Utah),10,8,>0 - <25,≥0.20 - <0.50
United States of America,6790,Cedro Hill,10,10,≥25 - <300,≥0.01 - <0.05
United States of America,5787,Centennial,10,8,>0 - <25,≥0.10 - <0.20
United States of America,1439,Centennial North Area,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,1440,Centennial South Area,10,10,≥1000 - <2500,≥0.05 - <0.10
United States of America,680,Central Florida District,8,7,≥100000 - <1000000,>0 - <0.01
United States of America,7079,Central Tenessee,8,7,≥2500 - <5000,>0 - <0.01
United States of America,681,Chapman,10,10,≥300 - <1000,≥0.05 - <0.10
United States of America,5788,Charles Huskon Group,10,9,≥25 - <300,≥0.10 - <0.20
