Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
Hungary,7807,Prorosvar,5,5,≥300 - <1000,≥0.01 - <0.05
Hungary,7808,Scaszvar,5,5,≥300 - <1000,≥0.01 - <0.05
India,7904,Arbail-Dabguli,5,5,≥300 - <1000,≥0.01 - <0.05
India,1012,Bagjata,3,3,≥1000 - <2500,≥0.01 - <0.05
India,4308,Banadungri-Sinidungri,3,3,≥10000 - <25000,≥0.05 - <0.10
India,1013,Banduhurang ,3,3,≥5000 - <10000,≥0.05 - <0.10
India,4454,Bangurdih,3,3,≥1000 - <2500,≥0.01 - <0.05
India,1026,Bhandaritola,3,3,≥300 - <1000,≥0.05 - <0.10
India,261,Bhatin,3,3,≥1000 - <2500,≥0.01 - <0.05
India,1027,Bodal,3,3,≥1000 - <2500,≥0.05 - <0.10
India,1025,Central Keruadungri,3,3,≥300 - <1000,≥0.05 - <0.10
India,1031,Chitrial,5,5,≥5000 - <10000,≥0.05 - <0.10
India,7905,Dalmakocha,3,3,≥300 - <1000,≥0.05 - <0.10
India,7906,Dhatkidih,3,5,≥1000 - <2500,≥0.01 - <0.05
India,262,Domiasiat (KPN project),10,9,≥5000 - <10000,≥0.05 - <0.10
India,1029,Dumhath – Dhabi,3,3,≥300 - <1000,≥0.05 - <0.10
India,1020,Garadih,3,3,≥1000 - <2500,≥0.01 - <0.05
India,1030,Gogi,4,5,≥2500 - <5000,≥0.10 - <0.20
India,7907,Gohala,3,3,≥300 - <1000,≥0.05 - <0.10
India,1032,Gomaghat - Phlangdilion,10,8,≥300 - <1000,≥0.01 - <0.05
India,263,Jaduguda,3,3,≥5000 - <10000,≥0.01 - <0.05
India,7830,Jaduguda North,3,3,≥5000 - <10000,≥0.05 - <0.10
India,5462,Jahaz,2,2,≥2500 - <5000,≥0.01 - <0.05
India,1028,Jajawal,2,2,≥1000 - <2500,≥0.05 - <0.10
India,7908,Jublatola,3,3,≥1000 - <2500,≥0.01 - <0.05
India,5939,Kanampalle,5,5,≥25000 - <50000,≥0.01 - <0.05
India,7829,Kanchankayi - Hulcal,4,5,≥1000 - <2500,≥0.10 - <0.20
India,1021,Kanyaluka,3,3,≥1000 - <2500,≥0.01 - <0.05
India,5463,Kasha-Kaladi,3,3,≥25 - <300,≥0.05 - <0.10
India,7306,Keruadungri,3,3,≥300 - <1000,≥0.01 - <0.05
India,264,Koppunuru,5,5,≥1000 - <2500,≥0.05 - <0.10
India,5464,Kudada,3,3,≥5000 - <10000,≥0.05 - <0.10
India,7909,Laitdu,10,8,≥300 - <1000,≥0.01 - <0.05
India,265,Lambapur,5,5,≥1000 - <2500,≥0.05 - <0.10
India,1034,Lostoin,10,8,≥300 - <1000,≥0.05 - <0.10
India,5465,Mogarra,3,5,≥300 - <1000,
India,1014,Mohuldih,3,3,≥2500 - <5000,≥0.01 - <0.05
India,5466,Mosabani,3,3,≥1000 - <2500,>0 - <0.01
India,1036,Naktu,2,2,≥300 - <1000,≥0.05 - <0.10
India,1024,Nandup,3,3,≥300 - <1000,≥0.01 - <0.05
India,266,Narwapahar,3,3,≥10000 - <25000,≥0.01 - <0.05
India,7831,Narwapahar Deeper,3,3,≥5000 - <10000,≥0.05 - <0.10
India,1022,Nimdih,3,3,≥300 - <1000,≥0.05 - <0.10
India,7910,Pdengshakap-Tarangblang,10,8,≥300 - <1000,≥0.01 - <0.05
India,273,Peddagattu,5,5,≥5000 - <10000,≥0.01 - <0.05
India,7911,Phlangdiloin Area,10,8,≥1000 - <2500,≥0.01 - <0.05
India,5467,Pokhri-Tunji,3,3,≥25 - <300,≥0.05 - <0.10
India,7832,Rajdah,3,3,≥300 - <1000,≥0.01 - <0.05
India,1023,Rajgaon,3,3,≥1000 - <2500,≥0.05 - <0.10
India,5468,Rajpura,10,8,≥300 - <1000,≥0.05 - <0.10
India,5285,Rakha,3,3,≥1000 - <2500,>0 - <0.01
India,7912,Rambas,2,2,≥300 - <1000,≥0.01 - <0.05
India,268,Rohil,2,2,≥5000 - <10000,≥0.05 - <0.10
India,7834,Rohil West,2,2,≥300 - <1000,≥0.05 - <0.10
India,7835,Samchampi,4,3,≥2500 - <5000,>0 - <0.01
India,7307,Sateek,10,8,≥25 - <300,≥0.01 - <0.05
India,7913,Singridongri-Birmadongri,3,3,≥5000 - <10000,≥0.01 - <0.05
India,5284,Surda,3,3,≥1000 - <2500,>0 - <0.01
India,5469,Tileli,10,8,≥25 - <300,≥0.05 - <0.10
India,269,Tummalapalle - Rachakuntapalle,5,5,≥100000 - <1000000,≥0.01 - <0.05
India,270,Turamdih-Turamdih South,3,3,≥5000 - <10000,≥0.01 - <0.05
India,1033,Tyrnai,10,8,≥300 - <1000,≥0.05 - <0.10
India,1035,Umra - Udaisagar,3,3,≥300 - <1000,≥0.05 - <0.10
India,5208,Umthongkut,10,8,≥1000 - <2500,
India,5470,Wahkut,10,8,≥2500 - <5000,≥0.10 - <0.20
India,272,Wahkyn,10,8,≥2500 - <5000,≥0.10 - <0.20
India,5471,Walkunji-Yellakki,5,5,≥300 - <1000,≥0.01 - <0.05
Indonesia,7836,Aloban,5,5,≥300 - <1000,≥0.05 - <0.10
Indonesia,7837,Amir Engkala,5,5,≥300 - <1000,≥0.10 - <0.20
Indonesia,5472,Bangka Belitung,7,5,≥10000 - <25000,>0 - <0.01
Indonesia,7838,Darab,3,3,≥300 - <1000,≥0.10 - <0.20
Indonesia,7308,Ella Illir,3,3,≥2500 - <5000,≥0.10 - <0.20
Indonesia,7839,Jeronang Hulu,3,3,≥300 - <1000,≥0.10 - <0.20
Indonesia,7309,Katingan,7,5,≥300 - <1000,>0 - <0.01
Indonesia,954,Lemajung,3,3,≥300 - <1000,≥0.05 - <0.10
Indonesia,7310,Lemba Hitam,3,3,≥1000 - <2500,≥0.10 - <0.20
Indonesia,7311,Mamuju,3,5,≥25 - <300,≥0.05 - <0.10
Indonesia,7840,PC 15,3,3,≥25 - <300,≥0.05 - <0.10
Indonesia,7841,Rabau,3,3,≥25 - <300,≥0.05 - <0.10
Indonesia,7312,Rantedunia,3,5,≥25 - <300,≥0.01 - <0.05
Indonesia,274,Remaja-Hitam,3,3,≥2500 - <5000,≥0.20 - <0.50
Indonesia,267,Rirang,3,3,≥300 - <1000,≥1.00 - <5.00
Indonesia,7313,Salumati,3,5,≥25 - <300,≥0.01 - <0.05
Indonesia,7843,Sarana,5,5,≥300 - <1000,≥0.10 - <0.20
Indonesia,5473,Semelangan,7,5,≥300 - <1000,>0 - <0.01
Indonesia,7844,Semut,5,5,≥25 - <300,≥0.10 - <0.20
Indonesia,7314,Sibolga,10,8,≥300 - <1000,≥0.01 - <0.05
Indonesia,7315,Singkep,7,5,≥1000 - <2500,>0 - <0.01
Indonesia,7316,Taan,3,5,≥300 - <1000,≥0.01 - <0.05
Indonesia,7845,Tanah Merah,5,5,≥25 - <300,≥0.10 - <0.20
"Iran, Islamic Republic of",5474,Bandar Abbas,7,6,≥25 - <300,≥0.05 - <0.10
"Iran, Islamic Republic of",1585,Gachin,7,5,≥25 - <300,≥0.05 - <0.10
"Iran, Islamic Republic of",1707,Khoshoumi 1,7,5,≥25 - <300,≥0.01 - <0.05
"Iran, Islamic Republic of",4191,Narigan 1,4,4,≥25 - <300,
"Iran, Islamic Republic of",275,Saghand 1 and 2,2,2,≥1000 - <2500,≥0.05 - <0.10
"Iran, Islamic Republic of",5475,Talmesi,3,5,≥25 - <300,
Iraq,4364,Abou Skhair,5,5,≥5000 - <10000,≥0.01 - <0.05
Iraq,1414,Akashat,8,7,≥25000 - <50000,>0 - <0.01
Iraq,7846,Al-Qaim,5,5,≥5000 - <10000,>0 - <0.01
Iraq,1878,Dwaima,8,7,≥100000 - <1000000,>0 - <0.01
Iraq,1879,Ethna,8,7,≥10000 - <25000,>0 - <0.01
Iraq,1881,H 3,8,7,≥10000 - <25000,>0 - <0.01
Iraq,1880,Hirri,8,7,≥10000 - <25000,>0 - <0.01
Iraq,7847,Hor Al-Jibsa ,5,5,≥25 - <300,>0 - <0.01
Iraq,1882,Marbat,8,7,≥100000 - <1000000,>0 - <0.01
Iraq,1883,Swab,8,7,≥100000 - <1000000,>0 - <0.01
Ireland,7317,Main Donegal granite,4,5,>0 - <25,≥0.01 - <0.05
Israel,1554,Negev Desert District,8,7,≥25000 - <50000,≥0.01 - <0.05
Italy,4264,Northern Latium,3,5,≥1000000,>0 - <0.01
Italy,276,Novazza,3,5,≥1000 - <2500,≥0.05 - <0.10
Italy,5476,Preit Valley,3,5,≥25 - <300,≥0.05 - <0.10
Italy,5477,Val Rendena,3,5,≥25 - <300,≥0.01 - <0.05
Italy,5478,Val Seriana,3,5,≥25 - <300,≥0.01 - <0.05
Italy,955,Val Vedello,3,3,≥2500 - <5000,≥0.05 - <0.10
Japan,7809,Mitoya,10,9,>0 - <25,≥0.01 - <0.05
Japan,281,Ningyo-Toge District (5 Deposits),10,9,≥1000 - <2500,≥0.01 - <0.05
Japan,7810,Oguni,10,9,≥25 - <300,≥0.01 - <0.05
Japan,7811,Okoshiri,10,9,≥25 - <300,≥0.05 - <0.10
Japan,7812,Okutango,10,9,≥25 - <300,≥0.01 - <0.05
Japan,7813,Sanin,10,9,≥25 - <300,≥0.01 - <0.05
Japan,7814,Tarumizu,10,9,≥25 - <300,≥0.01 - <0.05
Japan,282,Tono District (4 Deposits),10,9,≥5000 - <10000,≥0.01 - <0.05
Jordan,277,Al Abiad-Al Wady,8,7,≥10000 - <25000,≥0.01 - <0.05
Jordan,278,Al Hassa - Al Qatrana,8,7,≥25000 - <50000,≥0.01 - <0.05
Jordan,280,Al Ruseifa,8,7,≥10000 - <25000,≥0.01 - <0.05
Jordan,279,Al Shedeye - Eshidia,8,7,≥50000 - <100000,>0 - <0.01
Jordan,1583,Attarat-Wadi Maghar,7,5,≥10000 - <25000,≥0.01 - <0.05
Jordan,1708,Khan Azzabib,7,5,≥10000 - <25000,≥0.05 - <0.10
Jordan,1168,Siwaqa,7,5,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,4419,Abaiskoye,3,3,≥1000 - <2500,≥0.05 - <0.10
Kazakhstan,283,Agashskoye,3,3,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,1169,Akdala,10,10,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,4426,Akkan-Burlukskoye,2,2,≥25 - <300,≥0.10 - <0.20
Kazakhstan,4427,Aksu,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,4428,Aktau,10,10,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,285,Assarchik,10,10,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,7318,Aurtav,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,286,Balkashinskoye,3,3,≥2500 - <5000,≥0.10 - <0.20
Kazakhstan,4462,Bars,10,9,≥1000 - <2500,≥0.01 - <0.05
Kazakhstan,4465,Belagashkoye,3,3,,
Kazakhstan,288,Bezymyannoye,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,7319,Blishnee,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,4495,Borovskoye,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,289,Botaburum,3,3,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,290,Budennovskoye 1-3-4 (Akbastau),10,10,≥50000 - <100000,≥0.05 - <0.10
Kazakhstan,1542,Budennovskoye 2,10,10,≥100000 - <1000000,≥0.05 - <0.10
Kazakhstan,5479,Budennovskoye 6-7,10,10,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,291,Burlukskoye,3,3,≥2500 - <5000,≥0.05 - <0.10
Kazakhstan,7320,Buyun,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,292,Chaglinskoye,3,3,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,293,Chayan,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,294,Daba,3,3,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,295,Dergachevskoye,3,3,≥300 - <1000,≥0.20 - <0.50
Kazakhstan,4605,Dubrovskoye,2,2,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,4606,Duconskoye,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,7321,Dzedykuduk,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,298,Dzhidely,3,3,≥2500 - <5000,≥0.20 - <0.50
Kazakhstan,297,Dzhusandalynskoye,4,4,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,299,Fevralskoye,3,3,≥2500 - <5000,≥0.10 - <0.20
Kazakhstan,7322,Glinkovo,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,300,Glubinnoye,3,3,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,301,Grachevskoye,3,3,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,302,Granitnoye,10,9,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,4679,Gvardaiskoye,3,3,,≥0.10 - <0.20
Kazakhstan,303,Inkai 1-2-3,10,10,≥100000 - <1000000,≥0.01 - <0.05
Kazakhstan,1521,Inkai South-4,10,10,≥50000 - <100000,≥0.01 - <0.05
Kazakhstan,304,Irkol,10,10,≥25000 - <50000,≥0.01 - <0.05
Kazakhstan,305,Ishimskoye,3,3,≥10000 - <25000,≥0.20 - <0.50
Kazakhstan,4734,Kalkan,10,10,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,306,Kamyshevoye,3,3,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,307,Kanzhugan,10,10,≥10000 - <25000,≥0.01 - <0.05
Kazakhstan,308,Karakoyn,10,10,≥1000 - <2500,≥0.01 - <0.05
Kazakhstan,309,Karamurun North,10,10,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,310,Karamurun South,10,10,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,7323,Karatal,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,311,Karyntarynskoye,8,5,≥2500 - <5000,≥0.01 - <0.05
Kazakhstan,7324,Kendyktas,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,4386,Kenze,10,10,≥2500 - <5000,≥0.01 - <0.05
Kazakhstan,4751,Kerbayskoye,3,3,,≥0.10 - <0.20
Kazakhstan,313,Kharasan 1-North,10,10,≥25000 - <50000,≥0.10 - <0.20
Kazakhstan,1622,Kharasan 2-South,10,10,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,4761,Kiziltuk,10,9,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,7325,Koitas,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,314,Koksorskoye,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,7326,Koksorskoye South,3,5,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,315,Koldzhat,5,5,≥25000 - <50000,≥0.10 - <0.20
Kazakhstan,4779,Kominsko-Krasnoyarskoye,3,3,≥1000 - <2500,≥0.05 - <0.10
Kazakhstan,316,Kopalysay,10,10,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,4269,Kosachinoye,3,3,≥50000 - <100000,≥0.10 - <0.20
Kazakhstan,317,Kostobe,3,5,≥300 - <1000,≥0.20 - <0.50
Kazakhstan,4799,Krugloye,3,5,,
Kazakhstan,4805,Kuray,10,9,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,320,Kurday,3,3,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,4806,Kurmanchite,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,7327,Kyakhtinskoye,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,4350,Kyzyl,3,3,≥2500 - <5000,≥0.20 - <0.50
Kazakhstan,322,Kyzylkol,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,7328,Kyzyltas,3,3,≥25 - <300,≥0.10 - <0.20
Kazakhstan,323,Kyzyltu,10,10,≥10000 - <25000,≥0.01 - <0.05
Kazakhstan,4824,Lazarevskoye,10,10,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,325,Lunnoye,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,4865,Malai Sary,10,10,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,326,Manybaiskoye,3,3,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,4871,Manybaiskoye South,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,327,Melovoye,8,5,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,4894,Mezhozernoye,3,3,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,4907,Molodezhnoye,2,2,≥25 - <300,≥0.10 - <0.20
Kazakhstan,328,Moynkum Central,10,10,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,1623,Moynkum South,10,10,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,4920,Murzambetskoye,3,3,,≥0.10 - <0.20
Kazakhstan,1624,Mynkuduk Central,10,10,≥50000 - <100000,≥0.01 - <0.05
Kazakhstan,329,Mynkuduk East,10,10,≥100000 - <1000000,≥0.01 - <0.05
Kazakhstan,1625,Mynkuduk West,10,10,≥25000 - <50000,≥0.01 - <0.05
Kazakhstan,330,Nizhneylyiskoye,5,5,≥50000 - <100000,≥0.05 - <0.10
Kazakhstan,4947,Novogodnee,3,3,≥1000 - <2500,≥0.05 - <0.10
Kazakhstan,4959,Olginskoye,3,3,≥25 - <300,≥0.10 - <0.20
Kazakhstan,332,Panfilovskoye,3,3,≥1000 - <2500,≥0.05 - <0.10
Kazakhstan,7329,Peschanoye,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,7330,Pjatigorsk,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,5023,Promeshutochnoye,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,1709,Sadyrnynskoye,8,5,≥5000 - <10000,≥0.01 - <0.05
Kazakhstan,5098,Sarytas,3,3,≥25 - <300,≥0.05 - <0.10
Kazakhstan,7331,Sector 2,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,7332,Sectors 4-7-8,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,5111,Selentinsk,10,9,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,333,Semizbai,10,9,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,7333,Sensharskoye,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,7334,Shatskoye 1,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,334,Shatskoye 2,3,5,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,335,Shokhpak,3,3,≥2500 - <5000,≥0.10 - <0.20
Kazakhstan,336,Sholak-Espe,10,10,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,337,Shorly,3,3,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,338,Slavyanskoye,3,3,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,339,Suluchekinskoye,10,10,≥25000 - <50000,≥0.05 - <0.10
Kazakhstan,341,Talas,10,9,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,342,Tasmurunskoye,8,5,≥2500 - <5000,≥0.01 - <0.05
Kazakhstan,343,Tastykolskoye,3,3,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,7335,Tastykolskoye East,3,5,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,344,Taybagarskoye,8,5,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,7336,Tobolskoye,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,345,Tomakskoye,8,5,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,7337,Torfjanoye,10,9,≥25 - <300,≥0.01 - <0.05
Kazakhstan,942,Tortkuduk,10,10,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,4335,Tushinskoye,3,3,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,346,Ulken-Akzhal,3,3,≥1000 - <2500,≥0.10 - <0.20
Kazakhstan,347,Uvanas,10,10,≥5000 - <10000,≥0.01 - <0.05
Kazakhstan,348,Victorovskoye,3,3,≥2500 - <5000,≥0.10 - <0.20
Kazakhstan,5243,Voskhod,3,3,≥300 - <1000,≥0.05 - <0.10
Kazakhstan,349,Vostok,3,3,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,353,Zaozernoye,3,3,≥10000 - <25000,≥0.10 - <0.20
Kazakhstan,352,Zarechnoye,10,10,≥10000 - <25000,≥0.05 - <0.10
Kazakhstan,7338,Zarechnoye South,10,10,≥5000 - <10000,≥0.05 - <0.10
Kazakhstan,354,Zhalpak,10,10,≥10000 - <25000,≥0.01 - <0.05
Kazakhstan,7339,Zhamantas,3,3,≥300 - <1000,≥0.10 - <0.20
Kazakhstan,7340,Zharty-Tobe,10,10,≥300 - <1000,≥0.01 - <0.05
Kazakhstan,355,Zhautkan,10,10,≥2500 - <5000,≥0.20 - <0.50
Kazakhstan,4307,Zvezdnoye,3,3,≥5000 - <10000,≥0.10 - <0.20
Kazakhstan,356,Zvyozdnoe,3,3,≥5000 - <10000,≥0.10 - <0.20
"Korea, Republic of",1626,Chubu,5,5,≥10000 - <25000,≥0.01 - <0.05
"Korea, Republic of",7341,Gongju-Ooseong,10,8,≥25 - <300,≥0.01 - <0.05
"Korea, Republic of",1627,Gottbong (Area C),5,5,≥300 - <1000,≥0.01 - <0.05
"Korea, Republic of",1628,Gumsan,5,5,≥5000 - <10000,≥0.01 - <0.05
"Korea, Republic of",7342,Gwesan District,5,5,≥2500 - <5000,≥0.01 - <0.05
"Korea, Republic of",1629,Kolnami,5,5,≥1000 - <2500,≥0.01 - <0.05
"Korea, Republic of",1630,Miwon-Isikri-Jukemuri,5,5,≥300 - <1000,≥0.01 - <0.05
"Korea, Republic of",7343,Onjeong,10,8,≥25 - <300,≥0.01 - <0.05
"Korea, Republic of",1631,Seongdang,5,5,≥1000 - <2500,≥0.01 - <0.05
"Korea, Republic of",1632,Yokwang,5,5,≥10000 - <25000,≥0.01 - <0.05
"Korea, Republic of",1633,Yopyong (Area C),5,5,≥300 - <1000,≥0.01 - <0.05
Kyrgyzstan,7344,Achik-Tash,4,5,≥300 - <1000,≥0.01 - <0.05
Kyrgyzstan,1522,Agulak,5,5,≥1000 - <2500,≥0.05 - <0.10
Kyrgyzstan,1171,Aramsu Mine,4,5,≥300 - <1000,≥0.10 - <0.20
Kyrgyzstan,5423,Backe,7,5,≥2500 - <5000,>0 - <0.01
Kyrgyzstan,7345,Chotkara,4,4,≥300 - <1000,≥0.05 - <0.10
Kyrgyzstan,5424,Jetym  District,5,5,≥25000 - <50000,≥0.01 - <0.05
Kyrgyzstan,4729,Kadjy-Say Mine,5,5,≥1000 - <2500,≥0.05 - <0.10
Kyrgyzstan,1172,Kamushanovskoye,7,5,≥2500 - <5000,≥0.01 - <0.05
Kyrgyzstan,7346,Karasu,5,5,≥300 - <1000,≥0.01 - <0.05
Kyrgyzstan,7347,Kargysh,5,5,≥1000 - <2500,≥0.01 - <0.05
Kyrgyzstan,1387,Kashka-Suu,5,5,≥1000 - <2500,≥0.05 - <0.10
Kyrgyzstan,4196,Kok Moinok,4,4,≥2500 - <5000,≥0.01 - <0.05
Kyrgyzstan,7348,Kokbel,5,5,≥300 - <1000,≥0.01 - <0.05
Kyrgyzstan,4808,Kyzyl-Dhzar,5,3,≥300 - <1000,≥0.10 - <0.20
Kyrgyzstan,358,Mailuu-Suu,5,3,≥5000 - <10000,≥0.20 - <0.50
Kyrgyzstan,357,Maylisay,5,3,≥2500 - <5000,≥0.05 - <0.10
Kyrgyzstan,4965,Orto-Kuganda,4,3,≥25 - <300,≥0.10 - <0.20
Kyrgyzstan,5425,Ottuk-Tunduk,7,5,≥1000 - <2500,>0 - <0.01
Kyrgyzstan,5426,Rishtan,5,3,≥25 - <300,≥0.10 - <0.20
Kyrgyzstan,7349,Sai-Bezvodnyi,4,4,≥300 - <1000,≥0.05 - <0.10
Kyrgyzstan,4340,Sarydjaz,5,5,≥2500 - <5000,≥0.01 - <0.05
Kyrgyzstan,1388,Sarykamish,5,5,≥1000 - <2500,≥0.05 - <0.10
Kyrgyzstan,1389,Sasyktash,5,5,≥1000 - <2500,≥0.05 - <0.10
Kyrgyzstan,359,Shakaptar,5,3,≥300 - <1000,≥0.05 - <0.10
Kyrgyzstan,1175,Shekafter (6 Mines),5,3,≥300 - <1000,≥0.01 - <0.05
Kyrgyzstan,1174,Sogul District,5,5,≥25 - <300,≥0.01 - <0.05
Kyrgyzstan,5162,Sumsar,5,3,≥25 - <300,≥0.10 - <0.20
Kyrgyzstan,5427,Tash Bulak,7,5,≥5000 - <10000,>0 - <0.01
Kyrgyzstan,360,Turakavak,5,5,≥2500 - <5000,≥0.10 - <0.20
Kyrgyzstan,1743,Tuyuk-Suu,5,5,≥2500 - <5000,≥0.05 - <0.10
Kyrgyzstan,5428,Tyuya-Muyum - Academic Lode,5,5,≥25 - <300,≥0.50 - <1.00
Kyrgyzstan,1390,Tyuya-Muyum - Main Lode,5,5,≥5000 - <10000,≥1.00 - <5.00
Kyrgyzstan,1392,Utor,10,10,≥300 - <1000,≥0.05 - <0.10
Kyrgyzstan,5429,Uzun Sai,7,5,≥25 - <300,>0 - <0.01
Kyrgyzstan,7350,Uzun Sai,4,4,≥300 - <1000,≥0.05 - <0.10
Madagascar,5480,Ambatofotsy,4,5,>0 - <25,≥0.10 - <0.20
Madagascar,362,Folakara,10,10,≥300 - <1000,≥0.01 - <0.05
Madagascar,363,Tranomaro District,2,5,≥1000 - <2500,≥0.20 - <0.50
Madagascar,5481,Vinaninkarena,7,5,≥25 - <300,≥0.01 - <0.05
Malawi,7861,Chiweta,10,8,≥25 - <300,≥0.01 - <0.05
Malawi,1658,Chombe,10,8,≥1000 - <2500,≥0.01 - <0.05
Malawi,1268,Kanyika,4,3,≥2500 - <5000,>0 - <0.01
Malawi,372,Kayelekera,10,8,≥10000 - <25000,≥0.05 - <0.10
Mali,1176,Falea,10,8,≥10000 - <25000,≥0.05 - <0.10
Mali,4197,Samit,7,6,≥25 - <300,≥0.05 - <0.10
Mauritania,1775,A 238,2,2,≥5000 - <10000,≥0.01 - <0.05
Mauritania,4417,A 238 NW,2,2,≥300 - <1000,≥0.01 - <0.05
Mauritania,1779,Agouyame ,7,5,≥300 - <1000,≥0.01 - <0.05
Mauritania,4296,Aquelt Assfaya,7,6,≥25 - <300,≥0.01 - <0.05
Mauritania,7862,Beso,2,2,≥300 - <1000,≥0.01 - <0.05
Mauritania,1177,Bir En Nar,2,2,≥300 - <1000,≥0.05 - <0.10
Mauritania,4311,Bofal-Loubboira,8,7,≥5000 - <10000,>0 - <0.01
Mauritania,5482,Ferkik East,7,6,≥300 - <1000,≥0.01 - <0.05
Mauritania,5483,Ferkik West,7,6,≥2500 - <5000,≥0.01 - <0.05
Mauritania,5484,Hippolyte ,7,6,≥2500 - <5000,≥0.01 - <0.05
Mauritania,5485,Hippolyte South,7,6,≥1000 - <2500,≥0.01 - <0.05
Mauritania,5486,Hippolyte West,7,6,≥1000 - <2500,≥0.01 - <0.05
Mauritania,5487,Lazare North,7,6,≥2500 - <5000,≥0.01 - <0.05
Mauritania,5488,Lazare South,7,6,≥2500 - <5000,≥0.01 - <0.05
Mauritania,7863,M 52,2,2,≥25 - <300,≥0.01 - <0.05
Mauritania,7864,M 60,2,2,≥25 - <300,≥0.01 - <0.05
Mauritania,5489,Sadi,7,6,≥1000 - <2500,≥0.01 - <0.05
Mexico,1393,Buenavista,10,5,≥1000 - <2500,≥0.10 - <0.20
Mexico,364,Coneto-Buenavista,5,3,≥300 - <1000,≥0.05 - <0.10
