Country,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PAKISTAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.043146010731085,23.043146010731085,21.19296640403005,21.19296640403005,21.19296640403005,23.043146010731085,21.19296640403005,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,23.043146010731085,23.043146010731085,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,21.02476825796632,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,71.48421207708549,121.94365589620465,121.94365589620465,116.05672078397409,116.05672078397409,116.05672078397409,169.0391367940492,221.6851565119969,221.6851565119969,221.6851565119969,221.6851565119969,392.2380766206196,548.662352459889,548.662352459889
ROMANIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.4878042111062,108.65600235716992,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,110.16978567174353,219.4985806131684,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497,218.6575898828497
RUSSIA,0.0,17.156210898500515,17.156210898500515,17.156210898500515,17.156210898500515,0.0,0.0,64.75628623453626,129.51257246907252,354.22529561021656,425.0367151030471,583.9839631332725,741.2492297028605,741.2492297028605,741.2492297028605,1052.415799920762,1212.204038681306,1436.91676182245,1686.69100872709,1859.430504734541,2071.1919706287777,2542.1467796072234,2542.1467796072234,3156.574607178032,3103.2557948758285,3103.2557948758285,3234.2821506594746,3177.767573582061,3177.767573582061,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3337.555812342605,3497.344051103149,3497.344051103149,3657.132289863693,3657.132289863693,3657.132289863693,3657.132289863693,3657.132289863693,3657.132289863693,3816.920528624237,3976.708767384781,3976.708767384781,3976.708767384781,4146.757093055213,4274.419485917584,4461.79222063258,4397.035934398044,4739.319161637735,4783.050679614305,4962.3499033182425,4819.213281018007,4663.629995909057,4663.629995909057
SLOVAKIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.50179606701036,15.13783314573575,16.819814606373054,15.64242758392694,15.64242758392694,63.9152955042176,64.92448438059999,131.19455392970983,131.19455392970983,133.8857242667295,133.8857242667295,205.87453078200616,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,274.49937437600823,272.48099662324347,274.49937437600823,293.3375667351461,285.26405572408703,343.1242179700103,342.4514253857554,410.4034763955025,410.4034763955025,410.73987268762994,410.73987268762994,410.73987268762994,410.73987268762994,410.73987268762994,342.1150290936279,356.411871509045,296.36513336429323,305.44783325173466,305.44783325173466,305.44783325173466,305.27963510567093,305.1114369596072,305.1114369596072,305.1114369596072,305.1114369596072,305.1114369596072,305.1114369596072,308.979994319073,314.19413684704864,314.19413684704864,388.2013211150901
SLOVENIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.3012283122777,106.3012283122777,106.3012283122777,106.3012283122777,106.3012283122777,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,106.3012283122777,106.3012283122777,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,104.28285055951294,113.70194673908183,110.33798381780724,113.70194673908183,113.70194673908183,113.70194673908183,110.33798381780724,112.01996527844454,112.01996527844454,112.01996527844454,112.01996527844454,112.01996527844454,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466,115.7203244918466
SOUTH AFRICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.7422943786321,309.4845887572642,310.1573813415191,309.4845887572642,309.4845887572642,310.1573813415191,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,309.4845887572642,302.756662914715,302.756662914715,302.756662914715,302.756662914715,302.756662914715,302.756662914715,302.756662914715,302.756662914715,302.756662914715,307.8026072966269,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,312.8485516785388,311.8393628021564,311.8393628021564,311.8393628021564
SPAIN,0.0,0.0,0.0,0.0,0.0,0.0,26.91170337019689,104.28285055951294,185.0179606701036,180.4766107263829,181.653997748829,180.4766107263829,180.4766107263829,180.4766107263829,180.4766107263829,180.4766107263829,180.4766107263829,336.9008865656523,336.9008865656523,642.5169179634506,786.494530994004,943.2552031254008,943.2552031254008,1098.1656956500967,1264.6818602531898,1274.773749017014,1274.773749017014,1198.0753944119526,1196.7298092434428,1203.7941313781191,1203.7941313781191,1193.7022426142958,1212.708633119497,1196.2252148052517,1236.2563735684191,1242.4797049727774,1256.1037548039396,1256.1037548039396,1273.9327582866952,1277.128523061906,1277.2967212079698,1276.7921267697784,1276.7921267697784,1253.0761881747926,1253.0761881747926,1253.0761881747926,1263.8408695228711,1272.755371264249,1271.5779842418028,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1197.7389981198253,1198.0753944119526,1198.0753944119526
SWEDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0255620208062,76.0255620208062,75.68916572867874,437.14698161963565,532.3471322917071,532.6835285838347,626.8744903795236,621.4921497054843,621.4921497054843,926.7717848111552,1078.9911069988314,1232.0514199168265,1236.2563735684191,1236.2563735684191,1590.313471032572,1619.9163447397889,1621.76652434649,1626.9806668744654,1639.4273296831816,1652.7149832222162,1681.8132624912416,1688.8775846259184,1682.822451367624,1683.1588476597517,1686.69100872709,1685.5136217046438,1684.672630974325,1687.868395749536,1681.4768661991145,1580.557978560876,1580.389780414812,1586.108517380979,1585.9403192349153,1589.9770747404448,1598.7233783357588,1513.11052198932,1519.5020515397418,1513.11052198932,1519.8384478318692,1564.7473528308851,1568.615910190351,1580.2215822687483,1593.5092358077832,1592.8364432235282,1622.775713222872,1638.2499426607355,1530.9395254720753,1448.690632046911,1445.1584709795727,1305.7222078927402,1157.5396412105936,1166.790539244099,1167.967926266545
SWITZERLAND,0.0,0.0,0.0,0.0,0.0,0.0,61.22412516719792,110.16978567174353,162.64760724362742,169.20733494011293,169.20733494011293,169.20733494011293,169.20733494011293,171.56210898500515,171.56210898500515,326.3044033636372,326.3044033636372,326.97719594789214,327.3135922400196,327.3135922400196,497.1937197643875,484.57885880960765,497.3619179104512,496.3527290340688,496.52092718013256,495.007143865559,494.83894571949526,493.9979549891766,497.1937197643875,503.75344746087296,509.976778865231,514.0135343707606,520.2368657751185,520.2368657751185,520.2368657751185,525.9556027412854,533.1881230220258,533.1881230220258,533.1881230220258,541.5980303252123,541.5980303252123,541.5980303252123,541.5980303252123,541.5980303252123,541.5980303252123,544.6255969543595,544.6255969543595,548.8305506059528,551.3535227969087,556.3994671788206,560.6044208304139,560.6044208304139,560.6044208304139,560.6044208304139,560.6044208304139,560.6044208304139,497.8665123486424,497.8665123486424,500.0530882474709,500.0530882474709
"TAIWAN, CHINA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.4889342516424,812.060649195691,822.4889342516424,822.4889342516424,822.4889342516424,822.1525379595149,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,821.47974537526,827.703076779618,827.703076779618,832.4126248694024,837.6267673973781,837.9631636895056,844.0182969477999,845.7002784084372,846.3730709926921,846.3730709926921,849.7370339139667,849.7370339139667,849.7370339139667,849.7370339139667,748.1453536914735,646.5536734689802,646.5536734689802,480.8784995962056,480.8784995962056
