Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
Brazil,4282,Da Rabicha,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.10 - <0.20
Brazil,4351,Das Quebradas,Metasomatite,Na-metasomatite,≥2500 - <5000,≥0.10 - <0.20
Brazil,4278,Engenho,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.10 - <0.20
Brazil,77,Espinharas,Metasomatite,Na-metasomatite,≥5000 - <10000,≥0.05 - <0.10
Brazil,78,Figueira,Sandstone,Tabular,≥5000 - <10000,≥0.10 - <0.20
Brazil,7801,Gameleira 1,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.10 - <0.20
Brazil,79,Gandarela,Paleo-quartz-pebble conglomerate,Au-Dominant,≥5000 - <10000,≥0.01 - <0.05
Brazil,1821,Igarape Bahia-Alemao,Polymetallic iron oxide breccia complex,,≥25000 - <50000,≥0.01 - <0.05
Brazil,80,Itataia-Santa Quiteria District,Metamorphite,Structurally-controlled,≥100000 - <1000000,≥0.05 - <0.10
Brazil,4352,Laranjeiras,Metasomatite,Na-metasomatite,≥2500 - <5000,≥0.10 - <0.20
Brazil,7140,LR35,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.10 - <0.20
Brazil,7141,LR36,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.10 - <0.20
Brazil,4294,Modesto,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.10 - <0.20
Brazil,4908,Monsenhor Bastos,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.10 - <0.20
Brazil,1342,Olinda,Phosphate,Minerochemical phosphorite,≥25000 - <50000,≥0.01 - <0.05
Brazil,1343,Pitinga,Intrusive,Plutonic,≥100000 - <1000000,≥0.01 - <0.05
Brazil,82,Pocos De Caldas - Cercado,Intrusive,Plutonic,≥10000 - <25000,≥0.05 - <0.10
Brazil,4348,Pocos De Caldas-Agostino,Intrusive,Plutonic,≥2500 - <5000,≥0.05 - <0.10
Brazil,1796,Rio Cristallino,Sandstone,Tabular,≥100000 - <1000000,≥0.01 - <0.05
Brazil,1773,Rio Preto,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.05 - <0.10
Brazil,1822,Salobo,Polymetallic iron oxide breccia complex,,≥50000 - <100000,>0 - <0.01
Brazil,83,Serra Das Gaivotas,Paleo-quartz-pebble conglomerate,Au-Dominant,≥5000 - <10000,≥0.01 - <0.05
Brazil,84,Serrotes Baixos,Metamorphite,Marble-hosted,≥1000 - <2500,≥0.05 - <0.10
Brazil,1823,Sossego-Sequeirinho,Polymetallic iron oxide breccia complex,,≥10000 - <25000,>0 - <0.01
Brazil,5207,Umbu,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.20 - <0.50
Bulgaria,5901,Ablanovo,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,5902,Belevren,Volcanic-related,,≥25 - <300,≥0.05 - <0.10
Bulgaria,4466,Beli Iskar,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
Bulgaria,1126,Belosem,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,85,Beslet,Surficial,Pedogenic and fracture fill,≥25 - <300,≥0.05 - <0.10
Bulgaria,86,Biala Voda,Granite-related,Endogranitic,≥1000 - <2500,≥0.05 - <0.10
Bulgaria,5903,Bolyarovo,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4497,Bortshe,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5904,Chakaloto,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,7108,Debar,Sandstone,Rollfront,≥1000 - <2500,≥0.01 - <0.05
Bulgaria,1345,Dobroselets,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5906,Domuz Dere,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,88,Dospat,Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,89,Eleshnitza District,Sandstone,Tabular,≥5000 - <10000,≥0.05 - <0.10
Bulgaria,5907,Faktzia,Volcanic-related,,≥25 - <300,≥0.05 - <0.10
Bulgaria,4653,Gabra,Sandstone,Tectonic-lithologic,≥25 - <300,≥0.10 - <0.20
Bulgaria,5908,Golyama Chatalka,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,4666,Goten 1,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,4667,Goten 2,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,91,Gradevo,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Bulgaria,92,Igralishte,Surficial,Pedogenic and fracture fill,>0 - <25,≥0.05 - <0.10
Bulgaria,1127,Izgrev-Tshukarovo,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4733,Kalatsh-Burun,Surficial,Pedogenic and fracture fill,>0 - <25,≥0.01 - <0.05
Bulgaria,5909,Kaloyanovo,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4740,Kamiko,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,4741,Kara Tepe,Surficial,Pedogenic and fracture fill,>0 - <25,≥0.01 - <0.05
Bulgaria,5910,Karakyutyuk,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,5911,Kashla Dere,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,5912,Kenana,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5913,Kichesta,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,1128,Kostenetz,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
Bulgaria,4795,Kremikovtzi,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5914,Krivata Cheshma,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,93,Kurrilo-iskra,Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.50 - <1.00
Bulgaria,4857,Madretz,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Bulgaria,1845,Manole,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4876,Maritsa,Volcanic-related,Volcano-sedimentary,≥300 - <1000,≥0.05 - <0.10
Bulgaria,7109,Mecdinen,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,94,Melnik,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5915,Mezhdinno,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,95,Momino,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
Bulgaria,5916,Mostov Dol,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Bulgaria,1244,Narretchen,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.05 - <0.10
Bulgaria,1131,Navyasen,Volcanic-related,Volcano-sedimentary,≥25 - <300,≥0.01 - <0.05
Bulgaria,1133,Okop,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4963,Orlov Dol,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,4964,Orlov Dol Iztak,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Bulgaria,5917,Osenov Rat,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,4974,Partisanska Poliana,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Bulgaria,4999,Planinetz,Volcanic-related,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Bulgaria,97,Pravoslaven,Sandstone,Rollfront,≥1000 - <2500,≥0.01 - <0.05
Bulgaria,98,Pripetchen-Deltshevo,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Bulgaria,99,Proboinitza,Granite-related,Perigranitic,≥300 - <1000,≥0.10 - <0.20
Bulgaria,5047,Rakovski,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
Bulgaria,5918,Ralevska Reka,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Bulgaria,5919,Rosen (4 orebodies),Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5920,Sap Dere,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Bulgaria,101,Sarnitza,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,103,Sborishte-Kitshesta,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,1135,Selishte - Varazhdane,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Bulgaria,1136,Senokos,Surficial,Pedogenic and fracture fill,≥25 - <300,≥0.01 - <0.05
Bulgaria,5116,Seslovsko 1,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5117,Seslovsko 2,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5118,Seslovsko 3,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,104,Simitli,Sandstone,Tabular,≥2500 - <5000,≥0.05 - <0.10
Bulgaria,105,Sinite Kamani,Volcanic-related,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Bulgaria,107,Smolianovtzi,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
Bulgaria,106,Smollian,Volcanic-related,Structurally-controlled,≥2500 - <5000,≥0.05 - <0.10
Bulgaria,5921,Stoykov Most,Carbonate,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Bulgaria,7123,Tenevo,Sandstone,,≥300 - <1000,≥0.01 - <0.05
Bulgaria,1137,Trislilnik,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5192,Trojan,Volcanic-related,Volcano-sedimentary,>0 - <25,≥0.01 - <0.05
Bulgaria,5922,Trud,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5196,Tshamilov Komak,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5923,Tsheshmata,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5197,Tsora,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Bulgaria,5924,Tyulbeto East,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,5925,Tyulbeto West,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Bulgaria,5203,Tzsarimir,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
Bulgaria,5204,Tzsereteleovo,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5236,Vinishte,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
Bulgaria,7110,Vinitsa,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
Bulgaria,5240,Vladimirovo,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Bulgaria,5926,Vrabnitsa,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Bulgaria,7794,Yavorovetz,Carbonate,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Bulgaria,5927,Yavorovo Dere,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Bulgaria,1245,Zdravetz,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.05 - <0.10
Bulgaria,5928,Zmeyovi Dupki,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Cameroon,155,Kitongo,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.05 - <0.10
Cameroon,1260,Lolodorf,Intrusive,Plutonic,≥1000 - <2500,≥0.05 - <0.10
Cameroon,7111,Salaki,Metamorphite,Structurally-controlled,>0 - <25,≥0.01 - <0.05
Canada,1247,Abeta,Paleo-quartz-pebble conglomerate,U-dominant,≥2500 - <5000,≥0.01 - <0.05
Canada,981,Ace-Fay-Verna,Metamorphite,Structurally-controlled,≥10000 - <25000,≥0.20 - <0.50
Canada,109,Agnew Lake,Paleo-quartz-pebble conglomerate,U-dominant,≥2500 - <5000,≥0.01 - <0.05
Canada,1138,Allied Zones,Intrusive,Anatectic pegmatite-alaskite,≥2500 - <5000,≥0.05 - <0.10
Canada,1347,Amer Lake- Main Zone,Sandstone,Tabular,≥5000 - <10000,≥0.01 - <0.05
Canada,1349,Amstrong,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.01 - <0.05
Canada,982,Andrew Lake,Proterozoic unconformity,Basement-hosted,≥10000 - <25000,≥0.20 - <0.50
Canada,1348,Anna Lake,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.05 - <0.10
Canada,1139,Apple,Paleo-quartz-pebble conglomerate,U-dominant,≥2500 - <5000,≥0.01 - <0.05
Canada,4441,Area 1-Trout Pond,Metasomatite,Na-metasomatite,≥25 - <300,≥0.05 - <0.10
Canada,2029,Arrow,Proterozoic unconformity,Basement-hosted,≥100000 - <1000000,≥1.00 - <5.00
Canada,4444,Art Zones 1 to 3,Intrusive,Anatectic pegmatite-alaskite,>0 - <25,≥0.01 - <0.05
Canada,1038,Axe Lake,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.05 - <0.10
Canada,1248,Banana Lake,Paleo-quartz-pebble conglomerate,U-dominant,≥50000 - <100000,≥0.01 - <0.05
Canada,1350,Bear Head Lake,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.05 - <0.10
Canada,1040,Beaver Lake,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Canada,7142,Beta Gamma,Metamorphite,Structurally-controlled,>0 - <25,≥1.00 - <5.00
Canada,1041,Bicroft,Intrusive,Anatectic pegmatite-alaskite,≥1000 - <2500,≥0.05 - <0.10
Canada,1042,BJ Lake,Proterozoic unconformity,Basement-hosted,≥5000 - <10000,≥0.50 - <1.00
Canada,112,Blizzard,Sandstone,Basal Channel,≥2500 - <5000,≥0.10 - <0.20
Canada,1043,Blue Rock,Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.05 - <0.10
Canada,1044,Bolger,Metamorphite,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
Canada,1674,Bong Grid,Proterozoic unconformity,Basement-hosted,≥1000 - <2500,≥0.20 - <0.50
Canada,1141,Buckels,Paleo-quartz-pebble conglomerate,U-dominant,≥300 - <1000,≥0.10 - <0.20
Canada,1941,Buckton South,Black shale,Stratiform,≥2500 - <5000,>0 - <0.01
Canada,1856,Buckton Zone,Black shale,Stratiform,≥25000 - <50000,>0 - <0.01
Canada,4511,Burbidge Lake,Metasomatite,Na-metasomatite,≥25 - <300,≥0.10 - <0.20
Canada,4512,Burnt Lake North Main Zone,Metasomatite,Na-metasomatite,≥25 - <300,≥0.05 - <0.10
Canada,1046,BV,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥1.00 - <5.00
Canada,1142,Calumet-Contact,Metasomatite,Skarn,≥300 - <1000,≥0.50 - <1.00
Canada,1047,Camie River,Proterozoic unconformity,Unconformity-contact,≥25 - <300,≥0.50 - <1.00
Canada,1048,Canadian Dyno,Intrusive,,≥1000 - <2500,≥0.05 - <0.10
Canada,1143,Can-Met,Paleo-quartz-pebble conglomerate,U-dominant,≥5000 - <10000,≥0.05 - <0.10
Canada,1942,Canuc Zone,Paleo-quartz-pebble conglomerate,U-dominant,≥5000 - <10000,≥0.05 - <0.10
Canada,1249,Capri 2,Intrusive,,≥300 - <1000,≥0.01 - <0.05
Canada,984,Caribou,Proterozoic unconformity,Unconformity-contact,≥1000 - <2500,≥1.00 - <5.00
Canada,1049,Cavendish,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.05 - <0.10
Canada,993,Cayzor,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.20 - <0.50
Canada,1051,Centennial,Proterozoic unconformity,Unconformity-contact,≥10000 - <25000,≥1.00 - <5.00
Canada,4536,Chance Lake,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Canada,1053,Charlebois Lake,Intrusive,Anatectic pegmatite-alaskite,≥10000 - <25000,≥0.01 - <0.05
Canada,113,Cigar Lake,Proterozoic unconformity,Unconformity-contact,≥100000 - <1000000,≥5.00
Canada,5301,Cigar Lake East,Proterozoic unconformity,Unconformity-contact,≥2500 - <5000,≥0.50 - <1.00
Canada,4551,Cinch Lake,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.01 - <0.05
Canada,114,Cluff Lake Claude,Proterozoic unconformity,Unconformity-contact,≥2500 - <5000,≥0.20 - <0.50
Canada,117,Cluff Lake D,Proterozoic unconformity,Unconformity-contact,≥2500 - <5000,≥1.00 - <5.00
Canada,999,Cluff Lake Dominique-Janine,Proterozoic unconformity,Basement-hosted,≥5000 - <10000,≥1.00 - <5.00
Canada,998,Cluff Lake Dominique-Peter,Proterozoic unconformity,Basement-hosted,≥5000 - <10000,≥0.50 - <1.00
Canada,115,Cluff Lake N,Proterozoic unconformity,Basement-hosted,≥1000 - <2500,≥0.20 - <0.50
Canada,2030,Cluff Lake OP,Proterozoic unconformity,Basement-hosted,≥1000 - <2500,≥0.50 - <1.00
Canada,1055,Cluff Lake: R,Proterozoic unconformity,Basement-hosted,≥300 - <1000,≥0.20 - <0.50
Canada,116,Collins Bay A,Proterozoic unconformity,Unconformity-contact,≥5000 - <10000,≥1.00 - <5.00
Canada,1000,Collins Bay B,Proterozoic unconformity,Unconformity-contact,≥10000 - <25000,≥0.50 - <1.00
Canada,1001,Collins Bay D,Proterozoic unconformity,Unconformity-contact,≥1000 - <2500,≥1.00 - <5.00
Canada,1251,Conecho,Paleo-quartz-pebble conglomerate,U-dominant,≥1000 - <2500,≥0.05 - <0.10
Canada,1056,Consolidated Nicholson,Metamorphite,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
Canada,7143,Contact Lake,Metamorphite,Structurally-controlled,>0 - <25,≥0.01 - <0.05
Canada,4564,Corrigan Lake,Intrusive,Anatectic pegmatite-alaskite,≥1000 - <2500,≥0.05 - <0.10
Canada,2031,Covert Basin,Surficial,Peat-bog,>0 - <25,≥0.01 - <0.05
Canada,1058,Cup Lake,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Canada,118,Dawn Lake,Proterozoic unconformity,Unconformity-contact,≥5000 - <10000,≥1.00 - <5.00
Canada,126,Deilmann,Proterozoic unconformity,Unconformity-contact,≥25000 - <50000,≥1.00 - <5.00
Canada,119,Denison Mine,Paleo-quartz-pebble conglomerate,U-dominant,≥100000 - <1000000,≥0.10 - <0.20
Canada,1059,Dieter Lake,Black shale,Stratiform,≥5000 - <10000,≥0.01 - <0.05
Canada,1151,Doran,Intrusive,Anatectic pegmatite-alaskite,≥1000 - <2500,≥0.01 - <0.05
Canada,989,Dragon Lake ,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥1.00 - <5.00
Canada,1077,Drope Lake - La Ronge,Intrusive,Anatectic pegmatite-alaskite,≥5000 - <10000,≥0.05 - <0.10
Canada,1700,Drucourt Zone,Intrusive,Anatectic pegmatite-alaskite,≥2500 - <5000,≥0.01 - <0.05
Canada,1060,Dubyna,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Canada,1061,Dudderidge Lake,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
Canada,7144,Dussault,Metasomatite,Na-metasomatite,≥25 - <300,≥0.10 - <0.20
Canada,1062,Eagle,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Canada,1063,Eagle Ace,Metamorphite,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Canada,122,Eagle Point,Proterozoic unconformity,Basement-hosted,≥50000 - <100000,≥0.50 - <1.00
Canada,1145,Eco Ridge Mine,Paleo-quartz-pebble conglomerate,U-dominant,≥10000 - <25000,≥0.01 - <0.05
Canada,1010,Eldorado (Port Radium),Metamorphite,Structurally-controlled,≥5000 - <10000,≥0.20 - <0.50
Canada,985,End ,Proterozoic unconformity,Basement-hosted,≥10000 - <25000,≥0.20 - <0.50
Canada,1065,Fish Hook Bay Mine,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Canada,4636,Fisher-Hayes,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.01 - <0.05
Canada,986,Fond Du Lac,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥0.20 - <0.50
Canada,4276,Fox Lake,Proterozoic unconformity,Unconformity-contact,≥25000 - <50000,≥5.00
Canada,1846,Frazer Lake-Zone B,Intrusive,Anatectic pegmatite-alaskite,≥2500 - <5000,≥0.01 - <0.05
Canada,4651,Fuki,Sandstone,Basal Channel,≥25 - <300,≥0.01 - <0.05
Canada,1560,Fusion Zone,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.05 - <0.10
Canada,1253,Gaertner,Proterozoic unconformity,Unconformity-contact,≥10000 - <25000,≥1.00 - <5.00
Canada,1066,Gax,Proterozoic unconformity,Unconformity-contact,≥25 - <300,≥1.00 - <5.00
Canada,1067,Gear,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Canada,1946,Gemico Block 10,Paleo-quartz-pebble conglomerate,U-dominant,≥5000 - <10000,≥0.01 - <0.05
Canada,1945,Gemico Block 3,Paleo-quartz-pebble conglomerate,U-dominant,≥5000 - <10000,≥0.01 - <0.05
Canada,120,Greyhawk,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.05 - <0.10
Canada,2032,Gryphon,Proterozoic unconformity,Basement-hosted,≥10000 - <25000,≥1.00 - <5.00
Canada,4677,Gulch,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.05 - <0.10
Canada,124,Gunnar,Metasomatite,Na-metasomatite,≥5000 - <10000,≥0.10 - <0.20
Canada,1069,Hab,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.20 - <0.50
Canada,1070,Halo,Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.05 - <0.10
Canada,1147,Haynes,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Canada,4690,Higginson Lake (6 Zones),Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.05 - <0.10
Canada,4696,Horn Zone,Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.05 - <0.10
Canada,988,Horseshoe,Proterozoic unconformity,Basement-hosted,≥5000 - <10000,≥0.10 - <0.20
Canada,5373,Hurricane,Proterozoic unconformity,Unconformity-contact,≥2500 - <5000,≥1.00 - <5.00
Canada,5374,Huskie,Proterozoic unconformity,Basement-hosted,≥1000 - <2500,≥0.50 - <1.00
Canada,1148,Hydraulic Lake,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Canada,1073,Inda,Metasomatite,Na-metasomatite,≥2500 - <5000,≥0.05 - <0.10
Canada,7145,Indore,Metamorphite,Structurally-controlled,>0 - <25,≥0.20 - <0.50
Canada,1702,J Zone,Proterozoic unconformity,Unconformity-contact,≥2500 - <5000,≥1.00 - <5.00
Canada,1075,Jacques Lake,Metasomatite,Na-metasomatite,≥5000 - <10000,≥0.05 - <0.10
Canada,4714,Jahala Lake,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.20 - <0.50
Canada,125,Jeb,Proterozoic unconformity,Unconformity-contact,≥1000 - <2500,≥1.00 - <5.00
Canada,1352,Kachiwiss Lake,Intrusive,Anatectic pegmatite-alaskite,≥1000 - <2500,≥0.01 - <0.05
Canada,2033,Ken Pen,Proterozoic unconformity,Unconformity-contact,≥1000 - <2500,≥0.50 - <1.00
Canada,1003,Kiggavik Centre,Proterozoic unconformity,Basement-hosted,≥2500 - <5000,≥0.50 - <1.00
Canada,1004,Kiggavik East,Proterozoic unconformity,Basement-hosted,≥300 - <1000,≥0.05 - <0.10
Canada,127,Kiggavik Main,Proterozoic unconformity,Basement-hosted,≥10000 - <25000,≥0.20 - <0.50
Canada,128,Kitts,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.20 - <0.50
Canada,4775,Kodiak B-H-J,Metamorphite,Structurally-controlled,>0 - <25,≥1.00 - <5.00
Canada,1150,L,Sandstone,Mafic dykes and sills in Proterozoic sandstone,≥5000 - <10000,≥0.20 - <0.50
Canada,1080,La Rocque Lake,Proterozoic unconformity,Unconformity-contact,≥1000 - <2500,≥1.00 - <5.00
Canada,137,Lacnor,Paleo-quartz-pebble conglomerate,U-dominant,≥5000 - <10000,≥0.05 - <0.10
Canada,4827,Leo,Intrusive,Anatectic pegmatite-alaskite,>0 - <25,≥0.01 - <0.05
Canada,1081,Leonard,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Canada,4837,Little Gem,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
Canada,129,Lorado,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Canada,130,Madawaska,Intrusive,Anatectic pegmatite-alaskite,≥2500 - <5000,≥0.05 - <0.10
Canada,4866,Malloy Creek,Surficial,Peat-bog,≥25 - <300,>0 - <0.01
Canada,2034,Mann Lake,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥0.10 - <0.20
Canada,4879,Martin Lake,Metamorphite,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Canada,1083,Matoush,Sandstone,Mafic dykes and sills in Proterozoic sandstone,≥10000 - <25000,≥0.20 - <0.50
Canada,131,Maurice Bay,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥0.20 - <0.50
Canada,991,Maverick Zone,Proterozoic unconformity,Unconformity-contact,≥300 - <1000,≥0.50 - <1.00
